"platformID","platform","entity","entityID","webLabel","heatmapLabel","tier1and2entity","tier1and2entityID","website","easeDiscover","methodDiscover","easeAccess","methodAccess","LinktoSource","fileFormat","metadata","metadataFormat","dataDefinitions","metaAttributes","metadataStandards","timeliness","lengthAvailable","group","count"
"d15","Irrigation",NA,NA,"Use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Use",1
"d16","Use",NA,NA,"Use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Use",18
"d17","Utilities",NA,NA,"Use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Use",9
"d18","Management Plans",NA,NA,"Use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Use",10
"p01","GIS Database","Department of Water Resources","n02","ADWR","ADWR: GIS Database","Department of Water Resources",2,"https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/","Medium","Catalog","Yes","Full Export; Web Services","Not Applicable","Excel; kml; shapefile; geojson","yes","html","Yes","Administrative; Descriptive; Structural","Yes","Varies","Varies","hub",5
"p02","Management Plans","Active Management Areas","n03","ADWR","ADWR: Management Plans","Department of Water Resources",2,"https://new.azwater.gov/ama","Low","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","Yes","Descriptive","No","Yearly or Higher","Period of Record","hub",5
"p03","AMA Data","Active Management Areas","n03","ADWR","ADWR: AMA Data","Department of Water Resources",2,"http://www.azwater.gov/querycenter/query.aspx?qrysessionid=8CF17C8B1CB88E14E0534C64850A39FA","High","Catalog","Yes","Batch Export; Full Export","Not Applicable","csv; excel; word","no","no","No","No","No","Daily or Higher","Period of Record","hub",5
"p04","AMA Queries and Reports","Active Management Areas","n03","ADWR","ADWR: AMA Queries and Reports","Department of Water Resources",2,"http://infoshare.azwater.gov/docushare/dsweb/View/Collection-72","Medium","Catalog; Website","Yes","Full Export; Individual Export; Link to Source","Direct","pdf; excel; csv","yes","html","Some","Descriptive","No","Daily or Higher","Period of Record","hub",5
"p05","Grandfathered Groundwater Rights Web Map","Active Management Areas","n03","ADWR","ADWR: Grandfathered Groundwater Rights Web Map","Department of Water Resources",2,"https://gisweb3.azwater.gov/igfr","High","Map","Yes","Copy and Paste","Direct","html","no","no","No","No","No","Varies","Period of Record","hub",5
"p06","Annual Supply and Demand Dashboard","Active Management Areas","n03","ADWR","ADWR: Annual Supply and Demand Dashboard","Department of Water Resources",2,"https://new.azwater.gov/ama/ama-data","Medium","Website","Yes","Individual Export; Link to Source","Direct","excel; csv","no","no","Yes","No","No","Monthly or Higher","Period of Record","hub",5
"p07","Conservation Grants","Water Management Assistance Program","n04","ADWR","ADWR: Conservation Grants","Department of Water Resources",2,"https://new.azwater.gov/ama/wmap","Medium","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","No","Descriptive","No","Unknown","Limited Record","hub",5
"p08","Adjudications","Stream Adjudication","n05","ADWR","ADWR: Adjudications","Department of Water Resources",2,"https://new.azwater.gov/adjudications","High","Website","Yes","Full Export","Not Applicable","pdf","yes","pdf","Yes","No","No","Monthly or Higher","Varies","hub",5
"p09","AAWS Interactive Map","Assured and Adequate Water Supply","n06","ADWR","ADWR: AAWS Interactive Map","Department of Water Resources",2,"https://gisweb3.azwater.gov/aaws","Medium","Map","Yes","Full Export; Individual Export","Not Applicable","Excel","no","no","No","No","No","Varies","Period of Record","hub",5
"p10","Groundwater Site Inventory","Assured and Adequate Water Supply","n06","ADWR","ADWR: Groundwater Site Inventory","Department of Water Resources",2,"https://gisweb3.azwater.gov/gwsi","Medium","Map","Yes","Individual Export; Full Export; Batch Export; Link to Source","Direct","excel","yes","html","No","Descriptive; Structural","No","Daily or Higher","Period of Record","hub",5
"p11","ADWR Data Downloads","Department of Water Resources","n02","ADWR","ADWR: ADWR Data Downloads","Department of Water Resources",2,"https://new.azwater.gov/gis","Medium","Website","Yes","Full Export","Not Applicable","zip; shapefile; excel; csv; pdf","yes","html","No","Descriptive; Administrative","No","Yearly or Higher","Period of Record","hub",5
"p12","Colorado River Current Conditions Dashboard","Colorado River Management","n07","ADWR","ADWR: Colorado River Current Conditions Dashboard","Department of Water Resources",2,"https://new.azwater.gov/crm/dashboard","Medium","Website","No","none","Not Applicable","jpg","yes","in data","No","Descriptive","No","Weekly or Higher","Current only","hub",5
"p13","Operations and Planning","Colorado River Management","n07","ADWR","ADWR: Operations and Planning","Department of Water Resources",2,"https://new.azwater.gov/crm/operations-planning","Low","Website","Yes","Link to Source","Direct","pdf","yes","in data","No","Administrative","No","Yearly or Higher","Period of Record","hub",5
"p14","Community Water Systems - Resources","Community Water Systems","n08","ADWR","ADWR: Community Water Systems - Resources","Department of Water Resources",2,"https://new.azwater.gov/cws/cws-resources#InteractiveMap","Medium","Website","Yes","Link to Source; Full Export","Direct","pdf; excel","yes","in data","No","Administrative","No","Yearly or Higher","Period of Record","hub",5
"p15","Public Conservation Resources - Water Supply Resources","Conservation","n09","ADWR","ADWR: Public Conservation Resources - Water Supply Resources","Department of Water Resources",2,"https://new.azwater.gov/conservation/public-resources","Medium","Website","Yes","Link to Source; Full Export","Direct","pdf","yes","in data","No","Descriptive","No","Yearly or Higher","Current only","hub",5
"p16","Drought Conditions","Drought","n10","ADWR","ADWR: Drought Conditions","Department of Water Resources",2,"https://new.azwater.gov/drought/drought-status","Medium","Website","Yes","Individual Export","Not Applicable","pdf; jpg","yes","html","No","Descriptive","No","Weekly or Higher","Limited Record","hub",5
"p17","Preparedness Annual Reports","Drought","n10","ADWR","ADWR: Preparedness Annual Reports","Department of Water Resources",2,"https://new.azwater.gov/drought/arizona-drought-preparedness-plan-annual-reports","Low","Website","Yes","None","Not Applicable","pdf","yes","in data","No","Descriptive; Administrative","No","Yearly or Higher","Limited Record","hub",5
"p18","Drought Dashboard","Drought","n10","ADWR","ADWR: Drought Dashboard","Department of Water Resources",2,"https://new.azwater.gov/drought/drought-dashboard","Medium","Website","Yes","Full Export","Not Applicable","excel","yes","html","Yes","Descriptive; Administrative","No","Monthly or Higher","Period of Record","hub",5
"p20","Developed Groundwater Models","Hydrology Division","n14","ADWR","ADWR: Developed Groundwater Models","Department of Water Resources",2,"https://new.azwater.gov/hydrology/groundwater-modeling/adwr-models","Medium","Website","Training Required","Full Export; Individual Export","Not Applicable","pdf; geodatabase; dat; zip","yes","broken link","Some","Descriptive; Administrative","No","Unknown","Period of Record","hub",5
"p21","Hydrology eLibrary","Hydrology Division","n14","ADWR","ADWR: Hydrology eLibrary","Department of Water Resources",2,"https://new.azwater.gov/hydrology/e-library","Medium","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","Some","Descriptive; Administrative","No","Unknown","Limited Record","hub",5
"p22","Recharge Reports","Recharge Program","n15","ADWR","ADWR: Recharge Reports","Department of Water Resources",2,"https://new.azwater.gov/recharge","Medium","Website","Yes","Individual Export","Not Applicable","pdf","no","no","Yes","No","No","Yearly or Higher","Current only","hub",5
"p23","Documents and Reports","Rural Programs","n16","ADWR","ADWR: Documents and Reports","Department of Water Resources",2,"https://new.azwater.gov/rural-programs/docs","Low","Website","Yes","Individual Export","Not Applicable","pdf","no","no","Some","No","No","Monthly or Higher","Current only","hub",5
"p25","Queries and Reports","Surface Water","n17","ADWR","ADWR: Queries and Reports","Department of Water Resources",2,"https://new.azwater.gov/surface-water/queries","Low","Catalog; Website","Yes","Batch Export; Full Export","Not Applicable","excel; csv; word","no","no","Yes","Unknown","No","Daily or Higher","Period of Record","hub",5
"p26","Maps and Resources","Permitting and Wells","n18","ADWR","ADWR: Maps and Resources","Department of Water Resources",2,"https://new.azwater.gov/permitting-wells/related-map","High","Website","Yes","Full Export","Not Applicable","excel","yes","in data","Some","Descriptive","No","Daily or Higher","Current only","hub",5
"p27","Interactive Map","Water Banking Authority","n19","ADWR","ADWR: Interactive Map","Department of Water Resources",2,"https://waterbank.az.gov/ltsc-map","High","Map; Catalog","Yes","Full Export; Batch Export","Not Applicable","csv","no","no","No","No","No","Daily or Higher","Current only","hub",5
"p28","Annual Reports","Water Protection Fund","n20","AZWPF","AZWPF: Annual Reports","Department of Water Resources",3,"https://www.azwpf.gov/documents-and-reports","Medium","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","Some","Administrative","No","Yearly or Higher","Period of Record","hub",5
"p31","Water Rates Survey","Water and Public Infrastructure Financing","n25","ACA","ACA: Water Rates Survey","Commerce Authority",4,"https://azwifa.gov/","Low","Website","Yes","Link to Source","Direct","Unknown","no","no","No","No","No","Varies","Period of Record","hub",5
"p33","Water Loss Control","Water and Public Infrastructure Financing","n25","ACA","ACA: Water Loss Control","Commerce Authority",4,"https://azwifa.gov/resources/water-loss-control","Low","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","Yes","Administrative","No","Varies","Current only","hub",5
"p35","Water","Arizona Corporation Commission","n27","AZCC","AZCC: Water","Corporation Commisssion",6,"https://www.azcc.gov/utilities/water","Low","Website","Yes","Individual Export","Not Applicable","pdf","no","no","No","No","No","Unknown","Limited Record","hub",5
"p36","Wastewater","Arizona Corporation Commission","n27","AZCC","AZCC: Wastewater","Corporation Commisssion",6,"https://www.azcc.gov/utilities/wastewater","Low","Website","Yes","Individual Export","Not Applicable","pdf","no","no","No","No","No","Yearly or Higher","Limited Record","hub",5
"p37","Safe Drinking Water Information System Database (SDWIS)","Safe Drinking Water","n31","AZDEQ","AZDEQ: Safe Drinking Water Information System Database (SDWIS)","Department of Environmental Quality",7,"https://azsdwis.azdeq.gov/DWW_EXT/","High","Catalog","Yes","Copy and Paste","Not Applicable","html","yes","html","No","Descriptive","No","Yearly or Higher","Limited Record","hub",5
"p38","Arizona Water Quality Map","Arizona Water Watch","n32","AZDEQ","AZDEQ: Arizona Water Quality Map","Department of Environmental Quality",7,"http://gisweb.azdeq.gov/arcgis/emaps/?topic=assessed","Medium","Map; Catalog","No","Copy and Paste; Individual Export","Not Applicable","html; png","yes","html","No","Administrative","No","Varies","Current only","hub",5
"p39","Records Center","Department of Environmental Quality","n29","AZDEQ","AZDEQ: Records Center","Department of Environmental Quality",7,"https://azdeq.gov/records-center","High","No","No","Unknown","Unknown","Unknown","no","no","no","no","no","Unknown","Unknown","hub",5
"p40","Publications","Groundwater Protection","n33","AZDEQ","AZDEQ: Publications","Department of Environmental Quality",7,"https://azdeq.gov/groundwater-protection","Medium","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","Some","Administrative","No","Unknown","Unknown","hub",5
"p42","Final Reports","Public Water System","n35","AZDEQ","AZDEQ: Final Reports","Department of Environmental Quality",7,"https://azdeq.gov/wq/pws/requirements","Medium","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","Some","Administrative","No","Yearly or Higher","Current only","hub",5
"p43","TMDL Reports","Surface Water Monitoring and Assessment","n36","AZDEQ","AZDEQ: TMDL Reports","Department of Environmental Quality",7,"https://azdeq.gov/programs/water-quality-programs/surface-water-monitoring-and-assessment","Medium","Website","Yes","Individual Export","Not Applicable","pdf","yes","pdf","No","Descriptive","No","Varies","Limited Record","hub",5
"p44","TMDL Status and Plans","Watershed Protection","n37","AZDEQ","AZDEQ: TMDL Status and Plans","Department of Environmental Quality",7,"https://azdeq.gov/programs/water-quality-programs/watershed-protection","Medium","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","No","Descriptive","No","Varies","Limited Record","hub",5
"p45","NEMO Plans","Watershed Protection","n37","AZDEQ","AZDEQ: NEMO Plans","Department of Environmental Quality",7,"https://azdeq.gov/programs/water-quality-programs/watershed-protection","Medium","Website","Yes","Individual Export","Not Applicable","pdf","yes","in data","Yes","Descriptive","No","Varies","Current only","hub",5
"p46","Megaseach","Water Quality Division","n30","AZDEQ","AZDEQ: Megaseach","Department of Environmental Quality",7,"https://megasearch.azdeq.gov/megasearch/","High","Catalog","Permission Required","Unknown","Not Applicable","unknown","no","unknown","Unknown","Unknown","Unknown","Unknown","Unknown","hub",5
"p47","Water Quality Database","Water Quality Division","n30","AZDEQ","AZDEQ: Water Quality Database","Department of Environmental Quality",7,"https://waterdata.azdeq.gov/AZWQDB/Pages/Public/","High","Catalog","Yes","Full Export","Not Applicable","excel; access","no","no","No","No","No","Daily or Higher","Period of Record","hub",5
"p48","Private Well Data","Environmental Toxicology","n42","AZDHS","AZDHS: Private Well Data","Department of Health Services",9,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/environmental-toxicology/well-water/index.php#private-well-data","High","Website","Yes","Copy and Paste","Not Applicable","html","yes","in data","Yes","Descriptive","No","Yearly or Higher","Period of Record","hub",5
